schedule_index,interval_start,interval_end,num_samples,correct_count,error_rate,fid_to_global_conditioned,error_ci_low,error_ci_high,error_ci_half_width,fid_bootstrap_mean,fid_bootstrap_std,fid_interval_median,fid_bias_estimate,fid_raw_ci_low,fid_raw_ci_high,fid_ci_low,fid_ci_high,fid_ci_half_width,feature_count,fid_interval_method,fid_interval_raw_method,fid_num_estimates
0,0.2,0.6,62,0,1.0,359.84259033203125,0.9416559278986275,0.9999999999999999,0.05834407210137249,394.3652721118543,20.21880992513403,392.89515817314816,34.522681779823074,364.33396522974925,425.6543894039716,329.8112834499262,391.13170762414853,31.289117292117282,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
1,0.25,0.65,62,0,1.0,363.5683898925781,0.9416559278986275,0.9999999999999999,0.05834407210137249,400.4039977659404,18.218514611641982,402.50133595550903,36.83560787336228,368.69754457592904,432.718655151018,331.86193670256677,395.88304727765575,32.31465738507762,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
2,0.3,0.7,62,0,1.0,370.788818359375,0.9416559278986275,0.9999999999999999,0.05834407210137249,407.0000433758983,21.119687013556284,407.5074746153648,36.211225016523315,363.5418579205521,438.919171671018,327.3306329040288,402.70794665449466,43.45818545534621,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
3,0.35,0.75,62,0,1.0,381.7501220703125,0.9416559278986275,0.9999999999999999,0.05834407210137249,421.7524610426838,30.84762422735734,418.5536668046066,40.00233897237132,367.44403099088765,477.014740288806,327.44169201851633,437.0124013164347,55.262279246122205,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
4,0.4,0.8,62,2,0.967741935483871,394.80828857421875,0.8897953040501456,0.9911086285001833,0.07794663143372538,439.55397631613124,32.91386206497187,432.7364135013822,44.74568774191249,389.6904671827246,501.96457729626866,344.9447794408121,457.21888955435617,62.41060098013742,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
5,0.45,0.85,62,11,0.8225806451612903,380.54962158203125,0.7095843311430364,0.8979356223399492,0.11299631401825383,429.73839208062793,35.62683602475334,429.74842303944433,49.18877049859668,349.8893880517073,492.53438999796185,300.7006175531106,443.34561949936517,79.84900402892066,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
6,0.5,0.9,62,27,0.564516129032258,262.3403625488281,0.44092987972148767,0.6805741109751094,0.12358624931077034,313.79220973997076,38.64288998368447,316.77637044881834,51.45184719114263,253.41275990208194,382.56786916457924,201.9609127109393,331.1160219734366,68.77565942460848,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
7,0.55,0.95,62,39,0.3709677419354839,142.48692321777344,0.26157165984141106,0.4954203587653947,0.12445261682991082,185.45985451991217,26.87515740478682,185.10160830918176,42.97293130213873,143.6986712979909,228.41805397392616,100.72573999585217,185.44512267178743,42.95819945401399,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
8,0.6,1.0,62,62,0.0,10.660835266113281,0.0,0.058344072101372456,0.058344072101372456,14.726413087409163,2.1747517989129634,14.825022347919365,4.065577821295882,11.422852750648431,18.09440675338683,7.357274929352549,14.02882893209095,3.367993665977668,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
9,0.65,1.0,62,62,0.0,12.78662109375,0.0,0.058344072101372456,0.058344072101372456,17.60732090584411,3.0150612031755912,17.629559669934878,4.820699812094109,13.396144679047799,23.452732495081772,8.57544486695369,18.632032682987663,5.8454115892376635,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
10,0.7,1.0,62,61,0.016129032258064502,22.77062225341797,0.00285286716862182,0.08586720260689991,0.06973817034883541,30.337821832915527,9.412044591605145,27.339514193742076,7.567199579497558,19.81068873379773,52.416954251000796,12.243489154300173,44.84975467150324,22.079132418085273,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
11,0.75,1.0,62,61,0.016129032258064502,30.36945343017578,0.00285286716862182,0.08586720260689991,0.06973817034883541,41.968913823162474,11.491526325624093,39.85834587328962,11.599460392986693,26.908936006387435,67.64625692456298,15.309475613400743,56.046796531576284,25.677343101400503,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
12,0.8,1.0,62,57,0.08064516129032262,61.19866943359375,0.03493834698599274,0.1752857134861261,0.09464055219580347,81.43927378814979,23.08908824421956,77.41354610414189,20.24060435455604,48.52281761531641,123.7125521964822,28.282213260760376,103.47194784192617,42.273278408332416,62,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,30
