schedule_index,interval_start,interval_end,num_samples,correct_count,error_rate,fid_to_global_conditioned,error_ci_low,error_ci_high,error_ci_half_width,fid_bootstrap_mean,fid_bootstrap_std,fid_interval_median,fid_bias_estimate,fid_raw_ci_low,fid_raw_ci_high,fid_ci_low,fid_ci_high,fid_ci_half_width,feature_count,fid_interval_method,fid_interval_raw_method,fid_num_estimates
0,0.2,0.6,500,441,0.118,58.03450012207031,0.09259300825150649,0.14923198786111944,0.031231987861119442,95.1478375815869,8.458612617819465,95.68325608946725,37.113337459516586,79.77780517021074,107.62478145944362,42.664467710694154,70.51144399992704,15.370032411376158,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
1,0.25,0.65,500,453,0.09399999999999997,50.19468688964844,0.07142640859222131,0.12276455586255912,0.028764555862559146,85.16749410596134,9.962504194970652,85.87073227614297,34.9728072163129,70.33463245703737,107.52165130605589,35.36182524072448,72.54884408974299,22.354157200094548,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
2,0.3,0.7,500,447,0.10599999999999998,49.496604919433594,0.08195705027297036,0.13605093001073285,0.030050930010732863,83.44995410364668,9.130989872234487,80.63513418009032,33.95334918421308,68.03195759249016,102.977883402261,34.078608408277084,69.02453421804792,19.527929298614325,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
3,0.35,0.75,500,423,0.15400000000000003,52.47508239746094,0.12501068027834014,0.188265363321054,0.03426536332105398,85.4127543689724,9.624686828431246,85.55593200011528,32.93767197151146,66.94295215005448,102.67582591119013,34.00528017854302,69.73815393967867,18.46980221891792,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
4,0.4,0.8,500,371,0.258,70.76113891601562,0.2215962002228131,0.29809398056057823,0.040093980560578224,105.19039937145888,11.452874462986683,104.03130812335644,34.429260455443256,88.00836017113342,125.79144667016315,53.579099715690155,91.3621862147199,20.601047298704273,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
5,0.45,0.85,500,295,0.41000000000000003,95.39181518554688,0.3677350694076764,0.453637311875403,0.043637311875402984,132.2058679777515,13.095178439834015,129.9907195409532,36.81405279220462,114.51422629241817,157.34688669418094,77.70017350021355,120.5328339019763,25.14101871642943,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
6,0.5,0.9,500,168,0.6639999999999999,146.674072265625,0.62148722415566,0.704011992172951,0.04251277584433988,187.8940992051032,17.347217178298028,185.90840952017504,41.2200269394782,163.53931866823336,220.6411571799371,122.31929172875516,179.4211302404589,32.74705797483389,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
7,0.55,0.95,500,71,0.858,206.9124755859375,0.8246703326752246,0.885870639554304,0.03332966732477538,252.68648800591953,15.260740074188439,254.13543081071,45.77401241998203,221.30164617229576,275.9122240783515,175.52763375231373,230.1382116583695,31.384841833623767,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
8,0.6,1.0,500,17,0.966,261.7386169433594,0.9462286344983655,0.9786654801914678,0.019771365501634497,309.0839154449241,12.930736867411152,307.826778755676,47.34529850156474,289.3454793951738,337.80593535174575,242.00018089360907,290.460636850181,28.72201990682163,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
9,0.65,1.0,500,2,0.996,297.8698425292969,0.9855342847848231,0.9989023694773173,0.010465715215176918,345.3031203049805,8.912255462150137,346.9935156701787,47.43327777568362,325.78614596114556,362.4492594985082,278.35286818546194,315.01598172282456,19.51697434383493,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
10,0.7,1.0,500,1,0.998,305.2966613769531,0.9887592932948532,0.9996468636054407,0.009240706705146762,352.02528354424817,11.348601707283544,351.28875691112034,46.72862216729504,333.54790873830274,378.12541315141584,286.8192865710077,331.3967909841208,26.100129607167673,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
11,0.75,1.0,500,1,0.998,307.3973388671875,0.9887592932948532,0.9996468636054407,0.009240706705146762,353.2635253920001,8.522541729673863,353.6000508735291,45.866186524812576,337.96744321784035,368.78281119698454,292.1012566930278,322.91662467217196,15.519285804984463,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
12,0.8,1.0,500,1,0.998,308.66754150390625,0.9887592932948532,0.9996468636054407,0.009240706705146762,354.8443785570564,7.847721754839153,354.36353092209634,46.176837053150166,339.809087131936,369.948352132309,293.63225007878583,323.77151507915886,15.10397357525261,500,paired_permutation_folds_recentered_to_full_fid,paired_permutation_folds,50
